Source,Round,Number,Question,Answer
2020 ERIS,5,3,"Ironically, violence escalated in this country after a president gave a speech about it under a ""Mission Accomplished"" banner. Because of tensions over oil, this country invaded its neighbor to begin the First Gulf War. In 1980 this country invaded (*) Iran under the leadership of Saddam Hussein. The terrorist group ISIS is named for Syria and, for 10 points, what country led from Baghdad?",Republic of Iraq
2020 ERIS,5,4,"This author wrote a legendarily unreadable stream-of-consciousness novel which begins with the final word of the final sentence, ""riverrun"". A novel by this author ends with a lengthy soliloquy which ends when Molly declares ""yes I said yes I will yes"". This author of Finnegans Wake depicted Stephen Daedalus and Leopold (*) Bloom in another book. For 10 points, what Irish author wrote Ulysses?",James [Augustine Aloysius] Joyce
2020 ERIS,5,5,"Scrolls containing this text are produced by scribes called soferim and are read from every week using a pointer called a yad to avoid touching them. This text is usually stored in an ark and removed for (*) synagogue services. The Five Books of Moses comprise, for 10 points, what Jewish scripture analogous to the first five books of the Old Testament?",the Torah [prompt on the Pentateuch; prompt on the Hebrew Bible but do NOT accept or prompt on just the Bible]
2020 ERIS,5,6,"Players defend Odin City in a tower defense game whose title begins with this word. A creature with this name in another video game was created when its developer incorrectly set the dimensions of a pig. In one song parody, the singer declares (*) ""aw man"" after saying the name of, for 10 points, what green monsters from Minecraft which explode on proximity to the player?",creepers
2020 ERIS,5,7,"This quantity does not change for adiabatic processes. If a system reaches maximum entropy, that system experiences a ""death"" named for this kind of energy. Exothermic reactions generate this type of energy, which can be transferred by (*) radiation, convection, and conduction. For 10 points, name this type of energy, more of which is possessed by objects with a higher temperature.","heat [accept thermal energy; prompt on energy, prompt on temperature until mentioned]"
2020 ERIS,5,8,"This artist excluded shadows from his painting Bedroom in Arles. This artist painted numerous self-portraits, including one ""With Bandaged Ear"", depicting the aftermath of his (*) cutting his ear off. A cypress tree juts into the left side of one famous painting by this artist, which also features a swirling sky above the village of Saint-Remy. For 10 points, name this Dutch artist of Starry Night.",Vincent van Gogh
2020 ERIS,5,9,"According to one myth from this country, there were originally ten suns, but nine of them were shot out of the sky by the archer Houyi. This country's traditional folklore features legendary figures called the Eight Immortals and a deity known as the (*) Jade Emperor. Chang'e is the moon goddess of, for 10 points, what country whose mythology was influenced by Confucianism and Taoism?",China [or Zhongguo]
2020 ERIS,5,10,"These structures primarily consist of mineralized collagen, and the ears contain three of these objects to conduct sound. New blood cells are produced inside these structures. These structures are weakened in (*) osteoporosis, and their interior contains marrow. The femur is the largest of, for 10 points, what hard objects which make up the skeleton?",bones
2020 ERIS,5,11,"The Kahama chimpanzee community was disbanded after chimpanzees in Gombe National Park engaged in this activity, which was documented by Jane Goodall. The Chinese strategist Sun Tzu wrote a book about the (*) ""Art"" of this activity. The Geneva Convention established laws governing, for 10 points, what activity in which large groups or nations engage in armed conflict?","war [or warfare; accept synonyms such as fighting, combat, violence, etc. until “Art” is read and prompt afterwards; accept The Art of War; accept the Gombe Chimpanzee War]"
2020 ERIS,5,12,"One symbol of a 1956 revolution in this country was its flag with a hole cut out of the middle; after that revolution failed it was led by János Kadar (YAH-nosh KAH-dar), a proponent of ""goulash communism"", named for a popular national dish. This country once formed a dual monarchy with (*) Austria, its western neighbor. For 10 points, name this country now led by Viktor Orbán from Budapest.",Hungary [or Magyarország]
2020 ERIS,5,13,"Only numbers congruent to 1 or 5 mod 6 can have this property. Numbers of this type which are one less than a power of two are named for Mersenne. According to the fundamental theorem of arithmetic, every positive integer can be expressed uniquely as a (*) product of these numbers. The Sieve of Eratosthenes can be used to find, for 10 points, what numbers only divisible by one and themselves?",prime numbers
2020 ERIS,5,14,"Poems from this country include the Acmeist ""Requiem"" and one in which the title character duels Lensky for the love of Tatyana. In addition to Eugene Onegin, another work from this country stars Ivan, Alyosha, and Dmitri, the title Brothers (*) Karamazov. Raskolnikov commits murder in Crime and Punishment, a work from, for 10 points, what country, where it is set in St. Petersburg?","Russia [or Rossiya; accept the Soviet Union, or the USSR, or the Union of Soviet Socialist Republics, or the Sovetsky Soyuz, or the Soyuz Sovetskikh Sotsialisticheskikh Respublik, or the SSSR or CCCP]"
2020 ERIS,5,15,"This country's Dodecanese island group actually consists of fifteen islands. In ancient times, ships were dragged over an isthmus in this country using a road called the Diolkos. Many migrants to Europe try to reach this country's islands of Kos and Lesbos. (*) Rhodes and Crete are islands in this country, whose capital contains the Parthenon. For 10 points, what country is led from Athens?",Greece [or the Hellenic Republic or Hellas or Ellada or Ellinikí Dimokratía]
2020 ERIS,5,16,"Horace Hunley developed one of these vehicles for the Confederacy, but it went down three times, the second of which killed Hunley himself. A Soviet one of these vehicles, K-129, was salvaged by the CIA after it sank. In 1915, the RMS (*) Lusitania was sunk by one of these vehicles, which the Germans called U-boats. Periscopes are used by, for 10 points, what naval vessels which can travel underwater?","submarines [accept U-boats until mentioned; prompt on subs; prompt on boats or watercraft; do NOT accept or prompt on ""submersibles"", ""ships"", or ""warships""]"
2020 ERIS,5,17,"Dust clouds in this object create a ""Zone of Avoidance"" which impedes astronomers' observations of the sky beyond it. The center of this object contains the supermassive black hole Sagittarius A* (""A star""), and this (*) galaxy is orbited by the two Magellanic clouds. This galaxy is predicted to collide with Andromeda in three billion years. For 10 points, name this galaxy in which we live.",Milky Way Galaxy
2020 ERIS,5,18,"People in one of these places wore black armbands to protest the Vietnam War, causing the Supreme Court case Tinker v. Des Moines. The National Guard protected the Little Rock Nine as they attended one of these places. The Supreme Court reversed the (*) ""separate but equal"" doctrine in a case about these places. Brown v. Board desegregated, for 10 points, what places where students go to learn?",schools [accept high schools or any other type of school; accept other descriptions of places of education; do not accept or prompt on “colleges” or “universities”]
