Source,Round,Number,Label,Question,Answer
2020 ERIS,3,2,C,[10] This other Dutchman collaborated with his brother Hubert on the Ghent Altarpiece. He painted the Arnolfini Wedding.,Jan van Eyck
2020 ERIS,3,3,L,This city's suburb of Tonawanda was among the cities studied by Soviet cartographers to determine how American industry worked. For 10 points each:,
2020 ERIS,3,3,A,"[10] Name this Western New York city on the northeast corner of Lake Erie. The Peace Bridge connects this city to Fort Erie, Ontario.",Buffalo
2020 ERIS,3,3,B,"[10] This massive waterfall lies about 20 miles northwest of Buffalo, and gives its name to cities in both New York and Ontario. It is the largest waterfall in the U.S. by flow rate.",Niagara Falls
2020 ERIS,3,3,C,"[10] Sports fans in Buffalo are known for their passionate support for the Buffalo Bills, who play in this professional league which also includes the New England Patriots and the Denver Broncos.",the NFL [or the National Football League]
2020 ERIS,3,4,L,"Answer some questions about the astronomical catalog of Charles Messier (sharl ""messy""-AY), for 10 points each:",
2020 ERIS,3,4,A,"[10] Messier catalogued 110 astronomical objects, including many of these masses of trillions of stars, which can come in elliptical and irregular shapes, among others, and often have supermassive black holes at their center.",galaxies
2020 ERIS,3,4,B,"[10] The 24th entry in the catalogue is a “star cloud” located in this constellation, which is also home to the black hole at the center of the Milky Way. Its name comes from the Latin for “archer”.",Sagittarius
2020 ERIS,3,4,C,"[10] The 45th entry in the Messier catalogue, and the closest to Earth, is this star cluster easily visible to the naked eye and also called the Seven Sisters.",the Pleiades
2020 ERIS,3,5,L,"This governor attempted to block black students from enrolling at his state's flagship university in the ""Stand in the Schoolhouse Door."" For 10 points each:",
2020 ERIS,3,5,A,"[10] Name this Democrat who vowed to enforce ""segregation now, segregation tomorrow, and segregation forever"" in a 1963 inaugural address.","George Wallace [or George C[orley] Wallace, Jr.]"
2020 ERIS,3,5,B,[10] Wallace served as governor of this southern U.S. state for a total of sixteen years. Rosa Parks' arrest served as the catalyst for a bus boycott in this state's capital of Montgomery.,Alabama
2020 ERIS,3,5,C,"[10] During Wallace's first year in office, four African American girls were killed when the 16th Street Baptist Church in Birmingham was bombed by members of this organization. William J. Simmons helped revive this group in 1915.",the Ku Klux Klan [or the KKK; accept Klansmen or just the Klan]
2020 ERIS,3,6,L,"This country contains the Serengeti grassland, home to the second largest terrestrial animal migration in the world. For 10 points each:",
2020 ERIS,3,6,A,"[10] Name this nation, Kenya's southern neighbor, which also contains the highest point in its continent. Its capital was moved to Dodoma in 1996.",United Republic of Tanzania
2020 ERIS,3,6,B,[10] This dormant volcano in Tanzania is the highest mountain in Africa.,Mount Kilimanjaro
2020 ERIS,3,6,C,"[10] Tanzania has a significant coastline on this ocean, part of the greater ""Swahili Coast"" region next to it. The Bay of Bengal and the Arabian Sea are separated by the country this ocean is named for.",Indian Ocean
2020 ERIS,3,7,L,"For 10 points each, answer the following about various affairs of Zeus:",
2020 ERIS,3,7,A,"[10] Zeus abducted this woman, King Minos’s mother, in the form of a bull. Her brother Cadmus brought the alphabet to Greece.",Europa [or Eurṓpē]
2020 ERIS,3,7,B,"[10] Zeus was once married to Thetis, a leader of the Nereids who gave birth to this warrior. Thetis dipped him in the River Styx, causing him to be invulnerable except for his heel.",Achilles
2020 ERIS,3,7,C,"[10] Zeus employed this nymph to distract Hera during his affairs with lengthy conversations, leading Hera to curse her to only repeat the last words said to her. She eventually fell in love with Narcissus.",Echo
2020 ERIS,3,8,L,The area of one of these shapes can be calculated by multiplying half of the base with the height. For 10 points each:,
2020 ERIS,3,8,A,[10] Name these polygons with three sides. Their interior angles always sum to 180 degrees.,triangles [or 3-gons]
2020 ERIS,3,8,B,[10] This term refers to the line segment connecting a vertex to the midpoint of the opposite side of a triangle.,median
2020 ERIS,3,8,C,[10] This point is the intersection of the three medians of a triangle. It is also the triangle's center of gravity.,centroid
2020 ERIS,3,9,L,"This character is repeatedly taunted with declarations of ""sucks to your ass-mar"". For 10 points each:",
2020 ERIS,3,9,A,[10] Identify this character who is killed when Roger drops a boulder on him. His glasses are stolen by Jack to establish his group's power.,Piggy
2020 ERIS,3,9,B,[10] Piggy is a character in this novel by William Golding in which a group of schoolboys are stranded on a deserted island.,Lord of the Flies
2020 ERIS,3,9,C,"[10] Piggy's glasses are stolen because they are the only object on the island capable of this task. After Jack's tribe is unexpectedly successful at using the glasses for this task, a passing ship sees the resulting smoke and rescues the children.",starting a fire [accept anything indicating setting things on fire or similar descriptions]
2020 ERIS,3,10,L,H.P. Lovecraft was inspired by this author's The House of the Seven Gables. For 10 points each:,
2020 ERIS,3,10,A,[10] Name this American author who wrote about the child Pearl and Hester Prynne.,Nathaniel Hawthorne
2020 ERIS,3,10,B,"[10] This other American author said that Hawthorne ""shoots his strong New England roots into the deep soil of my Southern soul"" in one of several thinly-veiled love letters. He is better known for writing Moby-Dick.",Herman Melville
2020 ERIS,3,10,C,[10] Moby-Dick depicts the crew of the Pequod hunting a massive white one of these animals.,whales [accept sperm whales]
2020 ERIS,3,11,L,One author from this country penned The Good Soldier Švejk (shvayk). For 10 points each:,
2020 ERIS,3,11,A,"[10] Name this Central European country home to authors such as Jaroslav Hašek (YAR-oh-sloff HAH-sheck) and Milan Kundera, who wrote The Unbearable Lightness of Being, depicting life under communist rule in this country.","the Czech Republic [or Czechia, or Czechoslovakia]"
2020 ERIS,3,11,B,"[10] In The Good Soldier Švejk, the title character sells these animals. The title character of Jack London's White Fang is one of these animals.",dogs [accept wolfdog]
2020 ERIS,3,11,C,"[10] Czech author Vaclav Havel (VAHTS-loff HAH-vel) wrote a play titled for one of these events in a garden. Harold Pinter wrote an absurdist play titled for a ""birthday"" one of these events.",a party [accept The Garden Party; accept The Birthday Party]
2020 ERIS,3,12,L,"Answer the following about the American musical duo 100 Gecs, for 10 points each:",
2020 ERIS,3,12,A,"[10] The most famous 100 Gecs song is titled for a machine of this material. Types of this stuff around the world include the rupee, the peso, and the dollar.",money [or currency; accept “Money Machine”]
2020 ERIS,3,12,B,"[10] The cover of 100 Gecs's album 1000 Gecs features one of these objects located in Algonquin, Illinois. Shel Silverstein wrote a book about a ""Giving"" one of these objects.",trees [accept The Giving Tree]
2020 ERIS,3,12,C,"[10] 100 Gecs is known for their use of autotune, like bands Attack Attack! and Abandon All Ships, which belong to a subgenre of metalcore named for this animal. These animals also appear in the music video for a Noisestorm song.",crabs [or crabcore; accept “Crab Rave”]
2020 ERIS,3,13,L,August 2019 legislation passed by this nation planned to downgrade the status of Jammu and Kashmir from statehood to union territory status. For 10 points each:,
2020 ERIS,3,13,A,[10] Name this nation governed from New Delhi. Narendra Modi is this nation's current Prime Minister.,India
2020 ERIS,3,13,B,"[10] India fought this neighboring country over Jammu and Kashmir. Benazir Bhutto served as Prime Minister of this nation, and she was assassinated after a political rally held in Rawalpindi.",Pakistan
2020 ERIS,3,13,C,"[10] This is the dominant religion of Jammu and Kashmir. As chief minister of Gujarat, Narendra Modi was criticized for his role in a spate of deadly riots against members of this religion, a minority religion in India.",Islam [accept word forms like Muslims]
2020 ERIS,3,14,L,"In the mnemonic OIL RIG, OIL represents this reaction. For 10 points each:",
2020 ERIS,3,14,A,"[10] Name this type of reaction, one of the half reactions of redox reactions, along with reduction. In this reaction, electrons are lost, while in reduction, electrons are gained.",oxidation
2020 ERIS,3,14,B,"[10] In one of these objects, redox reactions occur in the cathode and the anode, converting chemical energy to electrical energy. Examples of these include the 9 volt, AA, and AAA varieties.",battery [prompt on electrochemical cell]
2020 ERIS,3,14,C,[10] Many commercial batteries use this metallic element with atomic number 3 as an anode.,lithium [prompt on Li]
2020 ERIS,3,15,L,"Protesters in this leader's country's chanted for this man to ""have some tea"" after this leader was accused of having the tea of his political opponent Alexei Navalny poisoned. For 10 points each:",
2020 ERIS,3,15,A,"[10] Name this world leader, who recently gained the power to potentially stay in office until 2036 after his country voted for constitutional changes that extended term limits.",Vladimir [Vladimirovich] Putin
