Source,Round,Number,Question,Answer
2020 TAILS,4,20,"The annual Bayreuth (by-ROYT) Festival celebrates the works of this composer. This composer’s opera Lohengrin contains the “Bridal Chorus”, and another of his works ends with Brunnhilde riding into a funeral pyre that burns (*) Valhalla. That work, Gotterdamerung, ends this composer’s Ring Cycle. For ten points, name this German composer of the “Ride of the Valkyries.”",Richard Wagner
2020 TAILS,5,1,"CCG repeats on the FMR1 portion of one of these structures can cause it to become “fragile.” Lyonization of one of these structures can inactivate it and form a Barr body. Having an extra one of these structures might result in Klinefelter’s syndrome or (*) Down syndrome, which is also known as trisomy 21. For ten points, name these structures that carry genetic information, examples of which include X and Y kinds.",chromosomes [accept X chromosome or chromosome 21; accept Y chromosome after mention]
2020 TAILS,5,2,"Beyonce helped popularize a diet consisting solely of lemon juice, cayenne pepper, water, and this substance. An inability to break down leucine and valine causes a condition in which urine smells like this substance. Quebec produces seventy percent of the world’s output of this substance, which is produced by extracting xylem (*) sap from certain trees. For 10 points, name this sugary substance often drizzled on pancakes or waffles.",maple syrup
2020 TAILS,5,3,"A king of this city died after losing to Epaminondas at the Battle of Leuctra (LEWK-truh). The agoge (AH-goh-gay) system of this city trained children for the military and was invented by Lycurgus. Another king of this city was defeated in battle after a shepherd led the Persian army around the pass at (*) Thermopylae. For ten points, what rival of Athens was home to the famous 300 and was known for its warrior culture?",Sparta
2020 TAILS,5,4,"This mountain range is home to silver mines at Potosi and also contains Salar de Uyuni, which is the world’s largest salt flat. This mountain range was created by the Nazca plate, and its southern terminus is in Tierra Del Fuego. The (*) Incan Empire was centered in this mountain range. For ten points, what longest mountain range in the world runs along the Pacific coast of South America?",Andes Mountains
2020 TAILS,5,5,"In a novel by this author, the title couple owns the Muggle-Wumps and catch the “Dreaded Shrinks” after being glued to the floor of their house. This author of The Twits wrote about a nephew of Spiker and Sponge who makes friends with bugs like Miss (*) Spider in James and the Giant Peach. Mike Teavee, Augustus Gloop and others get to visit Willy Wonka’s workshop in, for ten points, what author’s Charlie and the Chocolate Factory?",Roald Dahl
2020 TAILS,5,6,"The ancient Greek Odeon of Herodes Atticus Theater was made primarily of this material. A large statue by Daniel Chester French depicting a seated president is made of this material. The Leaning Tower of Pisa is made primarily of this material, which is also the primary material used in the (*) Washington Monument and the US Supreme Court Building. For ten points, what white rock was used to make the Taj Mahal?",marble
2020 TAILS,5,7,"Langmuir (LANG-myoor) waves are oscillations of electron density in these substances. Tokamaks, which confine these substances using strong toroidal magnets, are used for nuclear fusion research. Touching a “globe” named for these substances will produce a strand of light to your finger. Tesla coils produce (*) arcs of these substances, which also constitute lightning. The interior of the sun consists of, for ten points, what fourth state of matter?",plasma
2020 TAILS,5,8,"During this war, US forces led by Generals Westmoreland and Abrams suffered heavy losses at the Battles of Hamburger Hill and Khe Sanh. During this war, a surprise attack launched on the Lunar New Year dealt a heavy psychological blow to US troops, and was called the (*) Tet Offensive. The Kent State Massacre took place during a student protest of this war. For ten points, name this war fought in a namesake Asian country.",Vietnam War
2020 TAILS,5,9,"In an account of this figure’s life by Thomas Malory, this figure encounters the Questing Beast drinking from a pool and is approached by King Pellinore, to whom he loses a jousting match. This uncle of Mordred pulled a sword from a (*) stone to claim his throne. For ten points, name this legendary king who led the knights of the Round Table and ruled the Kingdom of Camelot.",King Arthur [or Arthur Pendragon]
2020 TAILS,5,10,"In one story, this character saves Helen Stoner from her stepfather’s “Speckled Band.” This character only refers to Irene Adler as “the woman” after she tricks him in “A Scandal in Bohemia.” Professor Moriarty is the archnemesis of this character, who is portrayed by (*) Benedict Cumberbatch in a BBC series. Doctor Watson accompanies, for ten points, what detective created by Sir Arthur Conan Doyle who lives at 221B Baker Street?",Sherlock Holmes [or Sherlock Holmes]
2020 TAILS,5,11,"The intensity of these phenomena is measured by the Fujita scale and the Enhanced Fujita scale, which better accounts for damage caused by them. These phenomena form when a supercell thunderstorm becomes a vortex, and when they occur over water they are called (*) waterspouts. A region across the Great Plains and the Midwest is called the “alley” of these phenomena. For ten points, name these rapidly rotating columns of air.",tornados
2020 TAILS,5,12,"This ruler, along with his servant Thomas Cromwell, engaged in the dissolution of the monasteries. This ruler executed his chancellor, Thomas More, after More refused to accept this ruler’s split from the Catholic Church. This man’s only son, Edward VI, was the son of this man’s third (*) wife, Jane Seymour. For ten points, what English king had six sorry wives, four of whom were either divorced or beheaded?",Henry VIII
2020 TAILS,5,13,"This artist’s upcoming album was named after his deceased mother, and is titled Donda: With Child. In 2002, this artist had his jaw wired shut after a near-fatal car crash, but recorded Through the Wire regardless. This artist of Jesus is King claimed that he made (*) Taylor Swift famous on his album The Life of Pablo. Yeezy is the nickname of, for ten points, what rapper and husband of Kim Kardashian?",Kanye West [or Kanye West; accept Ye]
